REGION	Region	LOCATION	Country	INCOME	Income	VAR	Variable	TIME	Year	Value	Flag Codes	Flags
ALL	All regions	MWI	Malawi	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	61.9		
ASI	Asia	MYS	Malaysia	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	80.8		
ALL	All regions	MYS	Malaysia	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	80.8		
ASI	Asia	MDV	Maldives	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	80		
ASI	Asia	MDV	Maldives	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	29		
ALL	All regions	MDV	Maldives	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	80		
ALL	All regions	MDV	Maldives	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	29		
AFR	Africa	MLI	Mali	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	46		
AFR	Africa	MLI	Mali	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	63.5		
AFR	Africa	MLI	Mali	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	48.4		
AFR	Africa	MLI	Mali	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	39.9		
AFR	Africa	MLI	Mali	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	28.9		
ALL	All regions	MLI	Mali	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	46		
ALL	All regions	MLI	Mali	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	63.5		
ALL	All regions	MLI	Mali	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	48.4		
ALL	All regions	MLI	Mali	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	39.9		
ALL	All regions	MLI	Mali	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	28.9		
EUR	Europe	MLT	Malta	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.5		
EUR	Europe	MLT	Malta	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	24.9		
EUR	Europe	MLT	Malta	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	28.4		
EUR	Europe	MLT	Malta	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	4.9		
EUR	Europe	MLT	Malta	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	26.3		
ALL	All regions	MLT	Malta	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.5		
ALL	All regions	MLT	Malta	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	24.9		
ALL	All regions	MLT	Malta	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	28.4		
ALL	All regions	MLT	Malta	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	4.9		
ALL	All regions	MLT	Malta	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	26.3		
AFR	Africa	MRT	Mauritania	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	88.1		
AFR	Africa	MRT	Mauritania	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	52.2		
ALL	All regions	MRT	Mauritania	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	88.1		
ALL	All regions	MRT	Mauritania	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	52.2		
AFR	Africa	MUS	Mauritius	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	52.7		
AFR	Africa	MUS	Mauritius	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	19.2		
AFR	Africa	MUS	Mauritius	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	40.7		
ALL	All regions	MUS	Mauritius	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	52.7		
ALL	All regions	MUS	Mauritius	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	19.2		
ALL	All regions	MUS	Mauritius	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	40.7		
EUR	Europe	MDA	Moldova	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.4		
EUR	Europe	MDA	Moldova	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	23		
EUR	Europe	MDA	Moldova	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	12.7		
EUR	Europe	MDA	Moldova	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	36.7		
EUR	Europe	MDA	Moldova	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	11		
ALL	All regions	MDA	Moldova	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.4		
ALL	All regions	MDA	Moldova	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	23		
ALL	All regions	MDA	Moldova	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	12.7		
ALL	All regions	MDA	Moldova	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	36.7		
ALL	All regions	MDA	Moldova	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	11		
ASI	Asia	MNG	Mongolia	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	20		
ASI	Asia	MNG	Mongolia	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	27.8		
ASI	Asia	MNG	Mongolia	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	8.1		
ASI	Asia	MNG	Mongolia	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	20.1		
ASI	Asia	MNG	Mongolia	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	22.9		
ALL	All regions	MNG	Mongolia	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	20		
ALL	All regions	MNG	Mongolia	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	27.8		
ALL	All regions	MNG	Mongolia	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	8.1		
ALL	All regions	MNG	Mongolia	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	20.1		
ALL	All regions	MNG	Mongolia	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	22.9		
AFR	Africa	MAR	Morocco	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	50.8		
AFR	Africa	MAR	Morocco	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	73.4		
AFR	Africa	MAR	Morocco	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	25.7		
AFR	Africa	MAR	Morocco	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	37.8		
AFR	Africa	MAR	Morocco	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	59.3		
ALL	All regions	MAR	Morocco	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	50.8		
ALL	All regions	MAR	Morocco	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	73.4		
ALL	All regions	MAR	Morocco	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	25.7		
ALL	All regions	MAR	Morocco	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	37.8		
ALL	All regions	MAR	Morocco	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	59.3		
AFR	Africa	MOZ	Mozambique	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	24.3		
AFR	Africa	MOZ	Mozambique	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	32		
AFR	Africa	MOZ	Mozambique	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	15.5		
AFR	Africa	MOZ	Mozambique	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	15.3		
AFR	Africa	MOZ	Mozambique	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	32.9		
ALL	All regions	MOZ	Mozambique	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	24.3		
ALL	All regions	MOZ	Mozambique	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	32		
ALL	All regions	MOZ	Mozambique	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	15.5		
ALL	All regions	MOZ	Mozambique	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	15.3		
ALL	All regions	MOZ	Mozambique	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	32.9		
ASI	Asia	MMR	Myanmar	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	42.4		
ASI	Asia	MMR	Myanmar	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	47.7		
ASI	Asia	MMR	Myanmar	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	29.5		
ASI	Asia	MMR	Myanmar	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	35.5		
ASI	Asia	MMR	Myanmar	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	54.9		
ALL	All regions	MMR	Myanmar	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	42.4		
ALL	All regions	MMR	Myanmar	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	47.7		
ALL	All regions	MMR	Myanmar	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	29.5		
ALL	All regions	MMR	Myanmar	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	35.5		
ALL	All regions	MMR	Myanmar	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	54.9		
AFR	Africa	NAM	Namibia	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	27.1		
AFR	Africa	NAM	Namibia	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	33.1		
AFR	Africa	NAM	Namibia	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	12.6		
AFR	Africa	NAM	Namibia	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	26.2		
AFR	Africa	NAM	Namibia	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	35.1		
ALL	All regions	NAM	Namibia	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	27.1		
ALL	All regions	NAM	Namibia	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	33.1		
ALL	All regions	NAM	Namibia	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	12.6		
ALL	All regions	NAM	Namibia	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	26.2		
ALL	All regions	NAM	Namibia	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	35.1		
ASI	Asia	NPL	Nepal	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	36.2		
ASI	Asia	NPL	Nepal	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	52.3		
ASI	Asia	NPL	Nepal	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	13.7		
ASI	Asia	NPL	Nepal	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	34.7		
ASI	Asia	NPL	Nepal	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	40.2		
ALL	All regions	NPL	Nepal	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	36.2		
ALL	All regions	NPL	Nepal	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	52.3		
ALL	All regions	NPL	Nepal	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	13.7		
ALL	All regions	NPL	Nepal	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	34.7		
ALL	All regions	NPL	Nepal	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	40.2		
AME	Americas	NIC	Nicaragua	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	18.6		
AME	Americas	NIC	Nicaragua	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	25.3		
AME	Americas	NIC	Nicaragua	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	25.6		
AME	Americas	NIC	Nicaragua	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	16		
AME	Americas	NIC	Nicaragua	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	6.2		
ALL	All regions	NIC	Nicaragua	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	18.6		
ALL	All regions	NIC	Nicaragua	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	25.3		
ALL	All regions	NIC	Nicaragua	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	25.6		
ALL	All regions	NIC	Nicaragua	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	16		
ALL	All regions	NIC	Nicaragua	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	6.2		
AFR	Africa	NER	Niger	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	84.4		
AFR	Africa	NER	Niger	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	25.6		
ALL	All regions	NER	Niger	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	84.4		
ALL	All regions	NER	Niger	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	25.6		
AFR	Africa	NGA	Nigeria	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	46		
AFR	Africa	NGA	Nigeria	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	54.8		
AFR	Africa	NGA	Nigeria	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	32		
AFR	Africa	NGA	Nigeria	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	41.4		
AFR	Africa	NGA	Nigeria	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	53.9		
ALL	All regions	NGA	Nigeria	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	46		
ALL	All regions	NGA	Nigeria	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	54.8		
ALL	All regions	NGA	Nigeria	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	32		
ALL	All regions	NGA	Nigeria	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	41.4		
ALL	All regions	NGA	Nigeria	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	53.9		
ASI	Asia	PSE	Palestinian Authority or West Bank and Gaza Strip	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	89.2		
ASI	Asia	PSE	Palestinian Authority or West Bank and Gaza Strip	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	64.9		
ASI	Asia	PSE	Palestinian Authority or West Bank and Gaza Strip	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	59.4		
ALL	All regions	PSE	Palestinian Authority or West Bank and Gaza Strip	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	89.2		
ALL	All regions	PSE	Palestinian Authority or West Bank and Gaza Strip	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	64.9		
ALL	All regions	PSE	Palestinian Authority or West Bank and Gaza Strip	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	59.4		
ASI	Asia	OMN	Oman	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	86.5		
ALL	All regions	OMN	Oman	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	86.5		
ASI	Asia	PAK	Pakistan	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	58.7		
ASI	Asia	PAK	Pakistan	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	79.8		
ASI	Asia	PAK	Pakistan	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	37.1		
ASI	Asia	PAK	Pakistan	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	60.1		
ASI	Asia	PAK	Pakistan	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	53.1		
ALL	All regions	PAK	Pakistan	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	58.7		
ALL	All regions	PAK	Pakistan	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	79.8		
ALL	All regions	PAK	Pakistan	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	37.1		
ALL	All regions	PAK	Pakistan	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	60.1		
ALL	All regions	PAK	Pakistan	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	53.1		
AME	Americas	PAN	Panama	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	15.5		
AME	Americas	PAN	Panama	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	16.1		
AME	Americas	PAN	Panama	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	17.8		
ALL	All regions	PAN	Panama	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	15.5		
ALL	All regions	PAN	Panama	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	16.1		
ALL	All regions	PAN	Panama	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	17.8		
ASI	Asia	PNG	Papua New Guinea	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	54.2		
ALL	All regions	PNG	Papua New Guinea	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	54.2		
AME	Americas	PRY	Paraguay	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	32.8		
AME	Americas	PRY	Paraguay	AIC	All income groups	DF__2	Discrimination in the family	2019	2019	46.1		
AME	Americas	PRY	Paraguay	AIC	All income groups	RPI__2	Restricted physical integrity	2019	2019	22.1		
AME	Americas	PRY	Paraguay	AIC	All income groups	RAPFR__2	Restricted access to productive and financial resources	2019	2019	31.7		
AME	Americas	PRY	Paraguay	AIC	All income groups	RCL__2	Restricted civil liberties	2019	2019	29.8		
ALL	All regions	PRY	Paraguay	AIC	All income groups	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	32.8		
