"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"ALL","All regions","PAK","Pakistan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","PAK","Pakistan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",42.2,,
"ALL","All regions","PAK","Pakistan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",85,,
"AME","Americas","PAN","Panama","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"AME","Americas","PAN","Panama","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",5.7,,
"ALL","All regions","PAN","Panama","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","PAN","Panama","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",5.7,,
"ASI","Asia","PNG","Papua New Guinea","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","PNG","Papua New Guinea","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","PRY","Paraguay","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AME","Americas","PRY","Paraguay","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",22.9,,
"AME","Americas","PRY","Paraguay","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",17.9,,
"ALL","All regions","PRY","Paraguay","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","PRY","Paraguay","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",22.9,,
"ALL","All regions","PRY","Paraguay","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",17.9,,
"AME","Americas","PER","Peru","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","PER","Peru","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",32.2,,
"AME","Americas","PER","Peru","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",33.2,,
"ALL","All regions","PER","Peru","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","PER","Peru","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",32.2,,
"ALL","All regions","PER","Peru","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",33.2,,
"ASI","Asia","PHL","Philippines","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","PHL","Philippines","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",12.9,,
"ASI","Asia","PHL","Philippines","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",16.9,,
"ALL","All regions","PHL","Philippines","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","PHL","Philippines","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",12.9,,
"ALL","All regions","PHL","Philippines","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",16.9,,
"ASI","Asia","QAT","Qatar","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","QAT","Qatar","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",6.6,,
"ALL","All regions","QAT","Qatar","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","QAT","Qatar","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",6.6,,
"EUR","Europe","ROU","Romania","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"EUR","Europe","ROU","Romania","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",7.5,,
"EUR","Europe","ROU","Romania","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",24,,
"ALL","All regions","ROU","Romania","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","ROU","Romania","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",7.5,,
"ALL","All regions","ROU","Romania","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",24,,
"EUR","Europe","RUS","Russia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",1,,
"EUR","Europe","RUS","Russia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",23.3,,
"EUR","Europe","RUS","Russia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19.6,,
"ALL","All regions","RUS","Russia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",1,,
"ALL","All regions","RUS","Russia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",23.3,,
"ALL","All regions","RUS","Russia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",19.6,,
"AFR","Africa","RWA","Rwanda","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","RWA","Rwanda","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",41.4,,
"AFR","Africa","RWA","Rwanda","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",34.4,,
"ALL","All regions","RWA","Rwanda","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","RWA","Rwanda","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",41.4,,
"ALL","All regions","RWA","Rwanda","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",34.4,,
"ASI","Asia","WSM","Samoa","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","WSM","Samoa","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",36.5,,
"ASI","Asia","WSM","Samoa","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",46.1,,
"ALL","All regions","WSM","Samoa","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","WSM","Samoa","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",36.5,,
"ALL","All regions","WSM","Samoa","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",46.1,,
"AFR","Africa","STP","Sao Tome and Principe","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","STP","Sao Tome and Principe","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",19.1,,
"AFR","Africa","STP","Sao Tome and Principe","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",27.9,,
"ALL","All regions","STP","Sao Tome and Principe","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","STP","Sao Tome and Principe","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",19.1,,
"ALL","All regions","STP","Sao Tome and Principe","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",27.9,,
"ASI","Asia","SAU","Saudi Arabia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SAU","Saudi Arabia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","SEN","Senegal","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","SEN","Senegal","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",56.5,,
"AFR","Africa","SEN","Senegal","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",78,,
"ALL","All regions","SEN","Senegal","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","SEN","Senegal","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",56.5,,
"ALL","All regions","SEN","Senegal","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",78,,
"AFR","Africa","SYC","Seychelles","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SYC","Seychelles","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","SLE","Sierra Leone","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","SLE","Sierra Leone","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",62.8,,
"AFR","Africa","SLE","Sierra Leone","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",45.3,,
"ALL","All regions","SLE","Sierra Leone","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","SLE","Sierra Leone","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",62.8,,
"ALL","All regions","SLE","Sierra Leone","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",45.3,,
"ASI","Asia","SGP","Singapore","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ASI","Asia","SGP","Singapore","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",40.5,,
"ASI","Asia","SGP","Singapore","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",6.1,,
"ALL","All regions","SGP","Singapore","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","SGP","Singapore","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",40.5,,
"ALL","All regions","SGP","Singapore","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",6.1,,
"EUR","Europe","SVN","Slovenia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"EUR","Europe","SVN","Slovenia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",15.8,,
"EUR","Europe","SVN","Slovenia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13,,
"ALL","All regions","SVN","Slovenia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","SVN","Slovenia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",15.8,,
"ALL","All regions","SVN","Slovenia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",13,,
"ASI","Asia","SLB","Solomon Islands","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ASI","Asia","SLB","Solomon Islands","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",76.7,,
"ASI","Asia","SLB","Solomon Islands","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",63.5,,
"ALL","All regions","SLB","Solomon Islands","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","SLB","Solomon Islands","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",76.7,,
"ALL","All regions","SLB","Solomon Islands","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",63.5,,
"AFR","Africa","SOM","Somalia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","SOM","Somalia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",75.7,,
"ALL","All regions","SOM","Somalia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","SOM","Somalia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",75.7,,
"AFR","Africa","ZAF","South Africa","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","ZAF","South Africa","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",61.2,,
"AFR","Africa","ZAF","South Africa","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.6,,
"ALL","All regions","ZAF","South Africa","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","ZAF","South Africa","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",61.2,,
"ALL","All regions","ZAF","South Africa","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.6,,
"ASI","Asia","LKA","Sri Lanka","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ASI","Asia","LKA","Sri Lanka","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",53.2,,
"ASI","Asia","LKA","Sri Lanka","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",16.6,,
"ALL","All regions","LKA","Sri Lanka","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","LKA","Sri Lanka","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",53.2,,
"ALL","All regions","LKA","Sri Lanka","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",16.6,,
"AFR","Africa","SDN","Sudan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","SDN","Sudan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",34,,
"ALL","All regions","SDN","Sudan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SDN","Sudan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",34,,
"AFR","Africa","SWZ","Eswatini","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","SWZ","Eswatini","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",19.9,,
"ALL","All regions","SWZ","Eswatini","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SWZ","Eswatini","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",19.9,,
"ASI","Asia","SYR","Syrian Arab Republic","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SYR","Syrian Arab Republic","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","TWN","Chinese Taipei","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ASI","Asia","TWN","Chinese Taipei","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",21.6,,
"ALL","All regions","TWN","Chinese Taipei","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","TWN","Chinese Taipei","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",21.6,,
"ASI","Asia","TJK","Tajikistan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","TJK","Tajikistan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",59.6,,
"ASI","Asia","TJK","Tajikistan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.3,,
"ALL","All regions","TJK","Tajikistan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TJK","Tajikistan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",59.6,,
"ALL","All regions","TJK","Tajikistan","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.3,,
"AFR","Africa","TZA","Tanzania","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","TZA","Tanzania","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",58,,
"AFR","Africa","TZA","Tanzania","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",41.7,,
"ALL","All regions","TZA","Tanzania","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TZA","Tanzania","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",58,,
"ALL","All regions","TZA","Tanzania","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",41.7,,
"ASI","Asia","THA","Thailand","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","THA","Thailand","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",8.6,,
"ASI","Asia","THA","Thailand","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",44.2,,
"ALL","All regions","THA","Thailand","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","THA","Thailand","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",8.6,,
"ALL","All regions","THA","Thailand","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",44.2,,
"ASI","Asia","TLS","Timor-Leste","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ASI","Asia","TLS","Timor-Leste","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",86.2,,
"ASI","Asia","TLS","Timor-Leste","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",58.8,,
"ALL","All regions","TLS","Timor-Leste","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","TLS","Timor-Leste","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",86.2,,
"ALL","All regions","TLS","Timor-Leste","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",58.8,,
"AFR","Africa","TGO","Togo","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","TGO","Togo","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",28.7,,
"AFR","Africa","TGO","Togo","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",22.1,,
"ALL","All regions","TGO","Togo","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TGO","Togo","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",28.7,,
"ALL","All regions","TGO","Togo","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",22.1,,
"AME","Americas","TTO","Trinidad and Tobago","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","TTO","Trinidad and Tobago","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",9.9,,
"AME","Americas","TTO","Trinidad and Tobago","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",30.2,,
"ALL","All regions","TTO","Trinidad and Tobago","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TTO","Trinidad and Tobago","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",9.9,,
"ALL","All regions","TTO","Trinidad and Tobago","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",30.2,,
"AFR","Africa","TUN","Tunisia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","TUN","Tunisia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",18.6,,
"AFR","Africa","TUN","Tunisia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.3,,
"ALL","All regions","TUN","Tunisia","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","TUN","Tunisia","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",18.6,,
"ALL","All regions","TUN","Tunisia","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",20.3,,
"ASI","Asia","TKM","Turkmenistan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","TKM","Turkmenistan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",26.3,,
"ALL","All regions","TKM","Turkmenistan","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TKM","Turkmenistan","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",26.3,,
"AFR","Africa","UGA","Uganda","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","UGA","Uganda","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",58.3,,
"AFR","Africa","UGA","Uganda","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",49.9,,
"ALL","All regions","UGA","Uganda","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","UGA","Uganda","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",58.3,,
"ALL","All regions","UGA","Uganda","AIC","All income groups","RPI_VAW_PRACT","Practice","2019","2019",49.9,,
"EUR","Europe","UKR","Ukraine","AIC","All income groups","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","UKR","Ukraine","AIC","All income groups","RPI_VAW_ATT","Attitudes","2019","2019",2.9,,
